datetime,symbol,open,high,low,close,volume
2023-12-26 15:30:00,NYSE:AMT,215.28,218.32,214.01,215.88,5623599.0
2024-01-02 15:30:00,NYSE:AMT,214.41,219.1,212.6766,214.28,7016827.0
2024-01-08 15:30:00,NYSE:AMT,213.42,216.215,206.09,209.43,9406127.0
2024-01-16 15:30:00,NYSE:AMT,208.97,210.8384,202.54,203.87,9896890.0
2024-01-22 15:30:00,NYSE:AMT,204.1,206.69,195.96,197.29,11944831.0
2024-01-29 15:30:00,NYSE:AMT,197.08,200.87,189.33,193.51,12963186.0
2024-02-05 15:30:00,NYSE:AMT,191.05,194.51,187.82,194.44,10426730.0
2024-02-12 15:30:00,NYSE:AMT,194.99,195.41,184.05,187.13,11459900.0
2024-02-20 15:30:00,NYSE:AMT,187.09,191.27,185.605,189.93,7712469.0
2024-02-26 15:30:00,NYSE:AMT,189.2,202.05,181.16,201.76,20192471.0
2024-03-04 15:30:00,NYSE:AMT,201.43,209.61,198.99,207.31,11428965.0
2024-03-11 14:30:00,NYSE:AMT,205.93,208.32,195.13,197.34,10800164.0
2024-03-18 14:30:00,NYSE:AMT,196.6,197.83,191.55,192.79,10692092.0
2024-03-25 14:30:00,NYSE:AMT,193.69,198.37,193.53,197.59,8632910.0
2024-04-01 15:30:00,NYSE:AMT,196.55,196.58,188.78,190.17,11591683.0
2024-04-08 15:30:00,NYSE:AMT,190.1,192.99,177.13,179.2,15924284.0
2024-04-15 15:30:00,NYSE:AMT,179.2,180.28,170.67,171.3,14288460.0
2024-04-22 15:30:00,NYSE:AMT,171.63,176.07,171.01,171.69,11855817.0
2024-04-29 15:30:00,NYSE:AMT,173.26,184.89,170.46,181.74,16112015.0
2024-05-06 15:30:00,NYSE:AMT,182.28,187.75,177.52,184.49,12653314.0
2024-05-13 15:30:00,NYSE:AMT,185.36,196.21,183.05,194.51,11440637.0
2024-05-20 15:30:00,NYSE:AMT,194.0,195.09,185.54,185.93,7968632.0
2024-05-28 15:30:00,NYSE:AMT,186.56,197.19,183.04,195.74,13988609.0
2024-06-03 15:30:00,NYSE:AMT,196.0,201.58,191.75,194.26,11315937.0
2024-06-10 15:30:00,NYSE:AMT,193.86,198.84,192.7,197.03,12452598.0
2024-06-17 15:30:00,NYSE:AMT,194.86,196.37,191.5152,194.85,9261234.0
2024-06-24 15:30:00,NYSE:AMT,194.7,198.71,190.38,194.38,8978520.0
2024-07-01 15:30:00,NYSE:AMT,194.4,196.36,191.55,195.64,5806459.0
2024-07-08 15:30:00,NYSE:AMT,195.13,212.19,192.74,210.61,9157744.0
2024-07-15 15:30:00,NYSE:AMT,210.0,214.46,206.93,210.14,7815079.0
2024-07-22 15:30:00,NYSE:AMT,209.97,215.86,208.23,213.72,7997697.0
2024-07-29 15:30:00,NYSE:AMT,213.72,236.0,211.0,234.64,14777588.0
2024-08-05 15:30:00,NYSE:AMT,231.88,236.13,221.5,222.59,15482305.0
2024-08-12 15:30:00,NYSE:AMT,221.58,226.16,217.0,219.85,13063961.0
2024-08-19 15:30:00,NYSE:AMT,219.42,227.68,217.02,227.0,8886145.0
2024-08-26 15:30:00,NYSE:AMT,227.73,228.39,221.25,224.06,6969566.0
2024-09-03 15:30:00,NYSE:AMT,222.85,236.44,222.81,236.16,9662863.0
2024-09-09 15:30:00,NYSE:AMT,235.4,243.56,233.94,238.5,10204499.0
2024-09-16 15:30:00,NYSE:AMT,238.92,241.97,227.7001,235.06,12727054.0
2024-09-23 15:30:00,NYSE:AMT,236.03,238.34,229.915,230.32,10188896.0
2024-09-30 15:30:00,NYSE:AMT,230.13,234.47,221.51,223.66,10299840.0
2024-10-07 15:30:00,NYSE:AMT,222.28,225.62,216.51,219.27,8401283.0
2024-10-14 15:30:00,NYSE:AMT,217.71,231.05,217.0125,226.3,8793858.0
2024-10-21 15:30:00,NYSE:AMT,225.09,228.8,219.25,222.8,9652657.0
2024-10-28 14:30:00,NYSE:AMT,225.33,225.64,209.7,211.26,11915303.0
2024-11-04 15:30:00,NYSE:AMT,213.05,214.44,194.42,201.8,20676203.0
2024-11-11 15:30:00,NYSE:AMT,199.71,202.16,191.74,196.45,12877678.0
2024-11-18 15:30:00,NYSE:AMT,194.65,205.185,194.125,204.31,11110861.0
2024-11-25 15:30:00,NYSE:AMT,205.47,209.77,204.7019,209.0,8677056.0
2024-12-02 15:30:00,NYSE:AMT,207.54,210.6589,204.677971,207.1,12424574.0
2024-12-09 15:30:00,NYSE:AMT,206.69,210.05,196.12,197.16,11782641.0
2024-12-16 15:30:00,NYSE:AMT,196.51,198.74,179.04,183.73,19503067.0
2024-12-23 15:30:00,NYSE:AMT,182.64,184.75,181.04,181.87,6488250.0
2024-12-30 15:30:00,NYSE:AMT,181.87,184.6883,179.85,182.56,8962835.0
