datetime,symbol,open,high,low,close,volume
2020-12-21 03:00:00,HOSE:GAS,69607.80415687,70588.19576471,66993.42653595,68790.81115033,5664565.01215604
2020-12-28 03:00:00,HOSE:GAS,69444.40555556,72385.58037909,68872.51045098,70751.59436602,5548444.06712832
2021-01-04 03:00:00,HOSE:GAS,71813.68527451,76225.44750981,70751.59436602,75735.25170589,7669833.09510604
2021-01-11 03:00:00,HOSE:GAS,75980.34960785,77369.23771896,73937.86709151,74836.5593987,6549994.86799671
2021-01-18 03:00:00,HOSE:GAS,75163.35660131,75163.35660131,65522.83912419,70751.59436602,7100550.37630776
2021-01-25 03:00:00,HOSE:GAS,70506.49646406,70833.29366667,59231.99297386,62336.5663987,7304713.6906392
2021-02-01 03:00:00,HOSE:GAS,62745.06290196,67810.41954249,60865.97898693,66339.83213072,5053531.62997739
2021-02-08 03:00:00,HOSE:GAS,67647.02094118,67728.72024183,62990.16080393,66421.53143138,3563800.39572799
2021-02-17 03:00:00,HOSE:GAS,69444.40555556,73937.86709151,68218.91604576,72630.67828105,6508623.64482883
2021-02-22 03:00:00,HOSE:GAS,71895.38457517,73774.4684902,71078.39156863,72957.47548366,7052324.74930141
2021-03-01 03:00:00,HOSE:GAS,73774.4684902,76552.24471242,72712.3775817,75571.85310458,8003740.48209416
2021-03-08 03:00:00,HOSE:GAS,77614.33562092,78431.32862746,74264.66429412,74428.06289543,4989393.99406032
2021-03-15 03:00:00,HOSE:GAS,74754.86009804,77614.33562092,73202.57338563,74264.66429412,4141406.31918727
2021-03-22 03:00:00,HOSE:GAS,74346.36359478,75163.35660131,70261.3985621,72875.77618301,5892584.09984672
2021-03-29 04:00:00,HOSE:GAS,73529.37058824,74918.25869935,72712.3775817,73774.4684902,5016689.20934564
2021-04-05 04:00:00,HOSE:GAS,73937.86709151,74509.76219608,72303.88107844,72548.9789804,4484004.11104202
2021-04-12 04:00:00,HOSE:GAS,72712.3775817,72794.07688236,69852.90205883,70261.3985621,7434457.76329587
2021-04-19 04:00:00,HOSE:GAS,70261.3985621,72712.3775817,68627.41254902,70261.3985621,4821338.69994936
2021-04-26 04:00:00,HOSE:GAS,69934.60135948,69934.60135948,65522.83912419,68218.91604576,3818270.13823103
2021-05-04 04:00:00,HOSE:GAS,67810.41954249,70261.3985621,66993.42653595,68627.41254902,4490368.91460631
2021-05-10 04:00:00,HOSE:GAS,68218.91604576,70751.59436602,67810.41954249,68709.11184968,4305912.01131045
2021-05-17 04:00:00,HOSE:GAS,69444.40555556,69444.40555556,65196.04192157,66176.43352942,4621948.98829114
2021-05-24 04:00:00,HOSE:GAS,66666.62933334,67973.8181438,65359.44052288,66993.42653595,3533200.37859199
2021-05-31 04:00:00,HOSE:GAS,66911.7272353,74999.958,66013.03492811,74673.16079739,9226517.16684902
2021-06-07 04:00:00,HOSE:GAS,75081.65730066,75245.05590197,69852.90205883,71078.39156863,6589040.48986225
2021-06-14 04:00:00,HOSE:GAS,72712.3775817,77205.83911765,71895.38457517,75735.25170589,8374245.48957694
2021-06-21 04:00:00,HOSE:GAS,76062.0489085,80065.31464053,75653.55240523,80065.31464053,7398472.14314393
2021-06-28 04:00:00,HOSE:GAS,79084.92303268,79656.81813726,72630.67828105,78921.52443138,6526371.65476771
2021-07-05 04:00:00,HOSE:GAS,78513.02792811,78921.52443138,70097.99996079,74918.25869935,7570321.83937975
2021-07-12 04:00:00,HOSE:GAS,75081.65730066,75898.65030719,71323.48947059,73529.37058824,3599296.41560576
2021-07-19 04:00:00,HOSE:GAS,71486.8880719,73692.76918955,69444.40555556,71895.38457517,3346050.67378816
2021-07-26 04:00:00,HOSE:GAS,71731.98597386,74101.26569282,70833.29366667,73202.57338563,3485831.55206545
2021-08-02 04:00:00,HOSE:GAS,74346.36359478,77369.23771896,74019.56639216,75490.15380393,5974102.54549704
2021-08-09 04:00:00,HOSE:GAS,75163.35660131,80800.60834641,74346.36359478,75980.34960785,8507661.56428993
2021-08-16 04:00:00,HOSE:GAS,75571.85310458,77614.33562092,71241.79016994,71486.8880719,9938028.76529547
2021-08-23 04:00:00,HOSE:GAS,71486.8880719,72303.88107844,69444.40555556,71078.39156863,5401637.42491661
2021-08-30 04:00:00,HOSE:GAS,72222.18177778,73039.17478432,71241.79016994,72385.58037909,2911077.55020324
2021-09-06 04:00:00,HOSE:GAS,73120.87408497,74019.56639216,71650.28667321,72385.58037909,3677265.25926831
