datetime,symbol,open,high,low,close,volume
2023-12-25 03:00:00,HOSE:VNM,67600.0,68700.0,67500.0,67600.0,11971579.0
2024-01-02 03:00:00,HOSE:VNM,68200.0,69500.0,67900.0,68800.0,9299800.0
2024-01-08 03:00:00,HOSE:VNM,69000.0,69100.0,67000.0,67200.0,13349300.0
2024-01-15 03:00:00,HOSE:VNM,67200.0,68600.0,66700.0,68000.0,12143400.0
2024-01-22 03:00:00,HOSE:VNM,68000.0,68700.0,66900.0,67000.0,10771600.0
2024-01-29 03:00:00,HOSE:VNM,67100.0,68200.0,66900.0,67400.0,13661900.0
2024-02-05 03:00:00,HOSE:VNM,67400.0,68200.0,67200.0,67600.0,8766000.0
2024-02-15 03:00:00,HOSE:VNM,67600.0,70300.0,67200.0,70000.0,15230100.0
2024-02-19 03:00:00,HOSE:VNM,70900.0,72700.0,70700.0,71000.0,26011000.0
2024-02-26 03:00:00,HOSE:VNM,71000.0,73300.0,70700.0,71500.0,22986400.0
2024-03-04 03:00:00,HOSE:VNM,71800.0,73500.0,70000.0,70000.0,27987000.0
2024-03-11 03:00:00,HOSE:VNM,70500.0,71300.0,68700.0,68800.0,24146400.0
2024-03-18 03:00:00,HOSE:VNM,68800.0,69100.0,67500.0,67800.0,24900600.0
2024-03-25 03:00:00,HOSE:VNM,67900.0,68400.0,67100.0,67600.0,19115800.0
2024-04-01 04:00:00,HOSE:VNM,67600.0,68400.0,66700.0,67900.0,27213900.0
2024-04-08 04:00:00,HOSE:VNM,68000.0,68000.0,66500.0,66700.0,16153000.0
2024-04-15 04:00:00,HOSE:VNM,66700.0,66700.0,63000.0,64200.0,22726400.0
2024-04-22 04:00:00,HOSE:VNM,64700.0,65800.0,63200.0,65000.0,11599500.0
2024-04-29 04:00:00,HOSE:VNM,65400.0,66000.0,64900.0,65600.0,4767800.0
2024-05-06 04:00:00,HOSE:VNM,65800.0,68500.0,65500.0,66500.0,19406400.0
2024-05-13 04:00:00,HOSE:VNM,66600.0,67800.0,65400.0,67000.0,16985200.0
2024-05-20 04:00:00,HOSE:VNM,67100.0,67600.0,65700.0,66000.0,19676500.0
2024-05-27 04:00:00,HOSE:VNM,66100.0,67300.0,65300.0,65400.0,20524300.0
2024-06-03 04:00:00,HOSE:VNM,65800.0,69200.0,65700.0,67800.0,27959200.0
2024-06-10 04:00:00,HOSE:VNM,68400.0,68500.0,66200.0,66200.0,22411696.0
2024-06-17 04:00:00,HOSE:VNM,66300.0,67100.0,65100.0,66000.0,21001100.0
2024-06-24 04:00:00,HOSE:VNM,66100.0,66600.0,65100.0,65500.0,15728900.0
2024-07-01 04:00:00,HOSE:VNM,65800.0,67500.0,65300.0,67200.0,12363700.0
2024-07-08 04:00:00,HOSE:VNM,67300.0,67800.0,66100.0,66300.0,19956300.0
2024-07-15 04:00:00,HOSE:VNM,66300.0,66900.0,65100.0,65300.0,13639500.0
2024-07-22 04:00:00,HOSE:VNM,65300.0,66300.0,65200.0,65800.0,15579100.0
2024-07-29 04:00:00,HOSE:VNM,66200.0,72000.0,65900.0,71500.0,53058300.0
2024-08-05 04:00:00,HOSE:VNM,71000.0,74400.0,68500.0,73300.0,49075100.0
2024-08-12 04:00:00,HOSE:VNM,73300.0,74600.0,72700.0,73800.0,29743330.0
2024-08-19 04:00:00,HOSE:VNM,74000.0,76200.0,73600.0,74900.0,25419700.0
2024-08-26 04:00:00,HOSE:VNM,74900.0,75000.0,72600.0,73900.0,19662100.0
2024-09-04 04:00:00,HOSE:VNM,73300.0,75500.0,73100.0,75400.0,12338400.0
2024-09-09 04:00:00,HOSE:VNM,75100.0,75500.0,72900.0,72900.0,16535600.0
2024-09-16 04:00:00,HOSE:VNM,73000.0,74000.0,71700.0,72700.0,17534800.0
2024-09-23 04:00:00,HOSE:VNM,73100.0,73200.0,69600.0,71000.0,17696900.0
2024-09-30 04:00:00,HOSE:VNM,71000.0,71000.0,68400.0,68500.0,17062600.0
2024-10-07 04:00:00,HOSE:VNM,68700.0,69300.0,67100.0,67700.0,19204300.0
2024-10-14 04:00:00,HOSE:VNM,68100.0,68100.0,66700.0,67400.0,12090200.0
2024-10-21 04:00:00,HOSE:VNM,67400.0,69000.0,67200.0,68000.0,12481500.0
2024-10-28 03:00:00,HOSE:VNM,67700.0,68000.0,65300.0,65800.0,15832700.0
2024-11-04 03:00:00,HOSE:VNM,65900.0,66600.0,65300.0,65700.0,8779000.0
2024-11-11 03:00:00,HOSE:VNM,65700.0,65800.0,63700.0,63700.0,12756100.0
2024-11-18 03:00:00,HOSE:VNM,63700.0,64800.0,62900.0,64300.0,14287800.0
2024-11-25 03:00:00,HOSE:VNM,64300.0,65000.0,64200.0,64600.0,8087400.0
2024-12-02 03:00:00,HOSE:VNM,64600.0,64800.0,63200.0,64100.0,10296400.0
2024-12-09 03:00:00,HOSE:VNM,64500.0,64900.0,63900.0,64200.0,9144800.0
2024-12-16 03:00:00,HOSE:VNM,64200.0,65200.0,63900.0,65000.0,11652200.0
2024-12-23 03:00:00,HOSE:VNM,64700.0,65000.0,63700.0,63800.0,14181300.0
2024-12-30 03:00:00,HOSE:VNM,63600.0,63800.0,62900.0,63000.0,9034100.0
