datetime,symbol,open,high,low,close,volume
2020-12-21 03:00:00,HOSE:VCB,43898.96281184,43943.3500341,42611.7333664,43321.9289225,8058512.82902234
2020-12-28 03:00:00,HOSE:VCB,43499.47781153,44298.44781215,43055.60558896,43455.09058927,5877682.51167882
2021-01-04 03:00:00,HOSE:VCB,43499.47781153,48160.13614848,43188.76725573,46517.80892498,14159998.48707868
2021-01-11 03:00:00,HOSE:VCB,46429.03448047,47094.84281432,45496.90281308,45807.61336888,11632514.35321503
2021-01-18 03:00:00,HOSE:VCB,45940.77503565,47006.06836981,42656.12058865,45718.83892436,19833680.84872242
2021-01-25 03:00:00,HOSE:VCB,44875.48170149,45718.83892436,37951.07502945,41280.1166987,14747712.66863197
2021-02-01 03:00:00,HOSE:VCB,42611.7333664,44387.22225666,40392.37225357,44387.22225666,13436975.09502172
2021-02-08 03:00:00,HOSE:VCB,43943.3500341,44298.44781215,41324.50392096,43144.38003348,13249533.76445387
2021-02-17 03:00:00,HOSE:VCB,43277.54170025,45274.9667018,43277.54170025,44964.256146,10555289.92760186
2021-02-22 03:00:00,HOSE:VCB,44609.15836795,45274.9667018,42833.66947768,43588.25225604,13909228.12042595
2021-03-01 03:00:00,HOSE:VCB,43588.25225604,45186.19225728,41324.50392096,42789.28225542,13760852.08639712
2021-03-08 03:00:00,HOSE:VCB,43055.60558896,43055.60558896,41324.50392096,42522.95892188,14564101.26909737
2021-03-15 03:00:00,HOSE:VCB,42611.7333664,43277.54170025,41812.76336578,41812.76336578,14993954.70506305
2021-03-22 03:00:00,HOSE:VCB,42611.7333664,43277.54170025,41590.8272545,42123.47392157,15580384.73326991
2021-03-29 04:00:00,HOSE:VCB,42256.63558834,43721.41392281,41502.05280998,43410.70336702,27420729.16755325
2021-04-05 04:00:00,HOSE:VCB,44387.22225666,45630.06447985,43277.54170025,43277.54170025,24266893.60671276
2021-04-12 04:00:00,HOSE:VCB,43721.41392281,44387.22225666,42611.7333664,42744.89503317,21507315.65223494
2021-04-19 04:00:00,HOSE:VCB,43055.60558896,46872.90670304,42522.95892188,46162.71114693,30804360.59038797
2021-04-26 04:00:00,HOSE:VCB,46162.71114693,46162.71114693,43366.31614476,44387.22225666,18151169.61681522
2021-05-04 04:00:00,HOSE:VCB,43943.3500341,45274.9667018,42922.44392219,43055.60558896,15755660.40055571
2021-05-10 04:00:00,HOSE:VCB,42922.44392219,44076.51170087,42567.34614414,43011.21836671,16769240.3839989
2021-05-17 04:00:00,HOSE:VCB,43099.99281122,43943.3500341,41635.21447675,42966.83114445,20938232.95870804
2021-05-24 04:00:00,HOSE:VCB,43277.54170025,45186.19225728,42833.66947768,44209.67336764,28677397.12657662
2021-05-31 04:00:00,HOSE:VCB,44831.09447923,47938.2000372,43632.6394783,46562.19614724,41810230.63954714
2021-06-07 04:00:00,HOSE:VCB,46295.8728137,46562.19614724,44032.12447861,45630.06447985,27349988.08846875
2021-06-14 04:00:00,HOSE:VCB,45319.35392405,48382.07225976,44831.09447923,48160.13614848,28406373.18345989
2021-06-21 04:00:00,HOSE:VCB,47938.2000372,50068.78670552,47050.45559206,49980.012261,25522863.16654773
2021-06-28 04:00:00,HOSE:VCB,49980.012261,52021.82448481,49314.20392715,51000.91837291,26751595.15803455
2021-07-05 04:00:00,HOSE:VCB,50557.04615034,51045.30559516,47050.45559206,48737.17003782,24962138.73427571
2021-07-12 04:00:00,HOSE:VCB,48604.00837105,48604.00837105,44387.22225666,45496.90281308,24997509.27381796
2021-07-19 04:00:00,HOSE:VCB,44387.22225666,44831.09447923,41502.05280998,43499.47781153,21425760.65023306
2021-07-26 04:00:00,HOSE:VCB,42833.66947768,43854.57558958,42167.86114383,43499.47781153,18528305.1785587
2021-08-02 04:00:00,HOSE:VCB,43055.60558896,44298.44781215,42789.28225542,43543.86503379,13040915.16817283
2021-08-09 04:00:00,HOSE:VCB,43543.86503379,45141.80503503,43366.31614476,44209.67336764,16002353.01710834
2021-08-16 04:00:00,HOSE:VCB,44209.67336764,45718.83892436,43943.3500341,44431.60947892,23227855.84640158
2021-08-23 04:00:00,HOSE:VCB,43943.3500341,44387.22225666,42611.7333664,43410.70336702,14892799.46777343
2021-08-30 04:00:00,HOSE:VCB,43677.02670056,44342.83503441,42611.7333664,44120.89892312,7803811.15080902
2021-09-06 04:00:00,HOSE:VCB,44120.89892312,44742.32003472,42966.83114445,44032.12447861,10833072.57254195
2021-09-13 04:00:00,HOSE:VCB,43854.57558958,43943.3500341,43055.60558896,43144.38003348,14122758.04003197
2021-09-20 04:00:00,HOSE:VCB,43188.76725573,44831.09447923,43188.76725573,44165.28614538,12054820.57214463
2021-09-27 04:00:00,HOSE:VCB,44165.28614538,44254.06058989,42522.95892188,42567.34614414,13517737.07600965
2021-10-04 04:00:00,HOSE:VCB,42611.7333664,43055.60558896,41901.53781029,43055.60558896,9973365.70061057
2021-10-11 04:00:00,HOSE:VCB,43055.60558896,43677.02670056,42567.34614414,42833.66947768,14070490.74593131
2021-10-18 04:00:00,HOSE:VCB,42744.89503317,43055.60558896,41723.98892127,41857.15058804,12348824.10146078
2021-10-25 04:00:00,HOSE:VCB,42567.34614414,43677.02670056,41546.44003224,43499.47781153,13898594.4295572
2021-11-01 03:00:00,HOSE:VCB,43543.86503379,43943.3500341,43055.60558896,43277.54170025,15341126.68872297
2021-11-08 03:00:00,HOSE:VCB,43543.86503379,44076.51170087,42966.83114445,43588.25225604,11965380.4180155
2021-11-15 03:00:00,HOSE:VCB,43632.6394783,43943.3500341,43055.60558896,43099.99281122,8162258.90201091
2021-11-22 03:00:00,HOSE:VCB,43188.76725573,48026.97448171,43099.99281122,46606.5833695,13834837.34235683
2021-11-29 03:00:00,HOSE:VCB,45852.00059113,46562.19614724,43277.54170025,43499.47781153,9925378.91766472
2021-12-06 03:00:00,HOSE:VCB,43499.47781153,45630.06447985,42345.41003286,44387.22225666,12089740.53156532
2021-12-13 03:00:00,HOSE:VCB,45274.9667018,45274.9667018,42833.66947768,42833.66947768,16492133.60924115
2021-12-20 03:00:00,HOSE:VCB,43721.41392281,44687.46082426,43328.14642656,44460.90842464,11151002.88925333
2021-12-27 03:00:00,HOSE:VCB,44687.46082426,45876.86092224,44007.80362541,44630.82272435,9135546.58219489
2022-01-04 03:00:00,HOSE:VCB,44744.09892416,45537.03232282,44121.07982522,45197.20372339,8841574.85595017
2022-01-10 03:00:00,HOSE:VCB,45140.56562349,47802.55631898,44177.71792512,47236.17531994,15295534.30408808
2022-01-17 03:00:00,HOSE:VCB,47009.62292032,50974.2899136,46613.15622099,50521.18511437,19817984.74706119
2022-01-24 03:00:00,HOSE:VCB,50634.46131418,54372.57590784,49954.80411533,50407.90891456,20535646.53424854
2022-02-07 03:00:00,HOSE:VCB,51314.11851302,52899.98531034,50691.09941408,50974.2899136,41754931.82166198
2022-02-14 03:00:00,HOSE:VCB,49898.16601542,50294.63271475,47462.72771955,49388.42311629,17806102.28290472
2022-02-21 03:00:00,HOSE:VCB,49048.59451686,49614.9755159,48142.3849184,48199.0230183,13273044.13944345
2022-02-28 03:00:00,HOSE:VCB,48199.0230183,48482.21351782,47632.64201926,48085.7468185,11655405.12691843
2022-03-07 03:00:00,HOSE:VCB,47745.91821907,48085.7468185,46160.05142176,47462.72771955,14554866.80162765
2022-03-14 03:00:00,HOSE:VCB,47179.53722003,48255.66111821,45876.86092224,47689.28011917,13598090.3544684
2022-03-21 03:00:00,HOSE:VCB,47689.28011917,48482.21351782,46443.24192128,46726.4324208,8488279.10567047
2022-03-28 04:00:00,HOSE:VCB,47009.62292032,47349.45151974,45933.49902214,46896.34672051,7545450.86654325
2022-04-04 04:00:00,HOSE:VCB,47122.89912013,48255.66111821,46273.32762157,47009.62292032,9089111.4086199
2022-04-12 04:00:00,HOSE:VCB,47009.62292032,47122.89912013,45423.75612301,45423.75612301,6880880.5496753
2022-04-18 04:00:00,HOSE:VCB,45310.4799232,46783.0705207,43951.1655255,46556.51812109,18252907.52606954
2022-04-25 04:00:00,HOSE:VCB,46556.51812109,47009.62292032,43611.33692608,45820.22282234,65572821.23332158
2022-05-04 04:00:00,HOSE:VCB,45820.22282234,46160.05142176,44744.09892416,44970.65132378,5803160.77970665
2022-05-09 04:00:00,HOSE:VCB,44630.82272435,45537.03232282,41345.81292992,41345.81292992,11777344.24584555
2022-05-16 04:00:00,HOSE:VCB,42761.76542752,43611.33692608,41402.45102982,42648.48922771,10875541.39429204
2022-05-23 04:00:00,HOSE:VCB,42818.40352742,43837.8893257,41685.64152934,43837.8893257,7784865.67782724
2022-05-30 04:00:00,HOSE:VCB,43837.8893257,45876.86092224,43271.50832666,43894.5274256,8335701.60016362
2022-06-06 04:00:00,HOSE:VCB,43894.5274256,46443.24192128,42535.2130279,44007.80362541,8073364.05661636
2022-06-13 04:00:00,HOSE:VCB,43611.33692608,45310.4799232,41912.19392896,43101.59402694,10501411.61176197
2022-06-20 04:00:00,HOSE:VCB,45027.28942368,45027.28942368,42252.02252838,42478.574928,9729846.18011666
2022-06-27 04:00:00,HOSE:VCB,42761.76542752,43611.33692608,41289.17483002,41912.19392896,9921356.84199241
2022-07-04 04:00:00,HOSE:VCB,42421.9368281,42761.76542752,39023.65083386,41912.19392896,9787228.04860286
2022-07-11 04:00:00,HOSE:VCB,41515.72722963,41629.00342944,40439.60333146,40949.34623059,7138480.99927953
2022-07-18 04:00:00,HOSE:VCB,41062.6224304,41289.17483002,40269.68903174,41062.6224304,7365360.07929423
2022-07-25 04:00:00,HOSE:VCB,41005.9843305,42818.40352742,40779.43193088,42308.66062829,12666738.48903842
2022-08-01 04:00:00,HOSE:VCB,42308.66062829,46726.4324208,42138.74632858,46443.24192128,15967520.1239604
2022-08-08 04:00:00,HOSE:VCB,46443.24192128,46726.4324208,45253.8418233,46216.68952166,9607843.49973521
2022-08-15 04:00:00,HOSE:VCB,46443.24192128,46613.15622099,45650.30852262,45820.22282234,10771547.7926355
2022-08-22 04:00:00,HOSE:VCB,45367.1180231,47406.08961965,45253.8418233,46726.4324208,8460382.68960641
2022-08-29 04:00:00,HOSE:VCB,46103.41332186,48991.95641696,45820.22282234,47576.00391936,8393996.28175775
2022-09-05 04:00:00,HOSE:VCB,47576.00391936,47745.91821907,44177.71792512,44630.82272435,16074585.8625759
2022-09-12 04:00:00,HOSE:VCB,45083.92752358,45310.4799232,43611.33692608,45310.4799232,11635100.77345408
2022-09-19 04:00:00,HOSE:VCB,44744.09892416,45423.75612301,42931.67972723,42988.31782714,9498906.22940909
2022-09-26 04:00:00,HOSE:VCB,42535.2130279,43611.33692608,41005.9843305,41459.08912973,9591070.33817771
2022-10-03 04:00:00,HOSE:VCB,41629.00342944,41798.91772915,36984.67923731,37777.61263597,10945105.87485686
2022-10-10 04:00:00,HOSE:VCB,37664.33643616,38797.09843424,35115.62194048,38570.54603462,14105699.19107715
